timestamp,cpu,memory_usage,memory_swap_in,memory_swap_out,disk_read_requests,disk_write_requests,disk_read_bytes,disk_write_bytes,network_incoming_bytes,network_outgoing_bytes,network_incoming_packets,network_outgoing_packets,label
2021-08-21 23:51:40+00:00,0.6,348.42,0.0,0.0,0.0,0.0,0.0,0.0,26484.0,12804.0,402.0,194.0,syn-flood
2021-08-21 23:51:45+00:00,2.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,93924.0,6402.0,1424.0,97.0,syn-flood
2021-08-21 23:51:50+00:00,0.8,348.39,0.0,0.0,0.0,0.0,0.0,0.0,17994.0,6402.0,273.0,97.0,syn-flood
2021-08-21 23:51:55+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,564.0,6402.0,9.0,97.0,syn-flood
2021-08-21 23:52:00+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,12.0,0.0,syn-flood
2021-08-21 23:52:05+00:00,0.4,348.36,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,10.0,0.0,syn-flood
2021-08-21 23:52:10+00:00,0.2,348.36,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,10.0,0.0,syn-flood
2021-08-21 23:52:15+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,696.0,6402.0,11.0,97.0,syn-flood
2021-08-21 23:52:20+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,6.0,0.0,syn-flood
2021-08-21 23:52:25+00:00,0.4,348.45,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,12.0,0.0,syn-flood
2021-08-21 23:52:30+00:00,0.2,348.45,0.0,0.0,0.0,0.0,0.0,0.0,606.0,54.0,9.0,1.0,syn-flood
2021-08-21 23:52:35+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,834.0,84.0,14.0,2.0,syn-flood
2021-08-21 23:52:40+00:00,0.2,348.42,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,8.0,0.0,syn-flood
2021-08-21 23:52:45+00:00,0.2,348.42,0.0,0.0,0.0,0.0,0.0,0.0,738.0,0.0,12.0,0.0,syn-flood
2021-08-21 23:52:50+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,696.0,858.0,11.0,13.0,syn-flood
2021-08-21 23:52:55+00:00,0.6,348.36,0.0,0.0,0.0,0.0,0.0,0.0,696.0,990.0,11.0,15.0,syn-flood
2021-08-21 23:53:00+00:00,0.2,348.36,0.0,0.0,0.0,0.0,0.0,0.0,438.0,858.0,7.0,13.0,syn-flood
2021-08-21 23:53:05+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1386.0,13.0,21.0,syn-flood
2021-08-21 23:53:10+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,1452.0,21.0,22.0,syn-flood
2021-08-21 23:53:15+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1122.0,7.0,17.0,syn-flood
2021-08-21 23:53:20+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,578.0,1716.0,9.0,26.0,syn-flood
2021-08-21 23:53:25+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1452.0,13.0,22.0,syn-flood
2021-08-21 23:53:30+00:00,0.2,348.42,0.0,0.0,0.0,0.0,0.0,0.0,780.0,1374.0,12.0,21.0,syn-flood
2021-08-21 23:53:35+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,906.0,1800.0,15.0,28.0,syn-flood
2021-08-21 23:53:40+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,818.0,1782.0,13.0,27.0,syn-flood
2021-08-21 23:53:45+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1518.0,13.0,23.0,syn-flood
2021-08-21 23:53:50+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,738.0,1386.0,12.0,21.0,syn-flood
2021-08-21 23:53:55+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1584.0,13.0,24.0,syn-flood
2021-08-21 23:54:00+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,876.0,1452.0,14.0,22.0,syn-flood
2021-08-21 23:54:05+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,738.0,1320.0,12.0,20.0,syn-flood
2021-08-21 23:54:10+00:00,0.2,348.42,0.0,0.0,0.0,0.0,0.0,0.0,876.0,1650.0,14.0,25.0,syn-flood
2021-08-21 23:54:15+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,756.0,1386.0,12.0,21.0,syn-flood
